timestamp,acc_x,acc_y,acc_z,ecg_1,ecg_2
0.0,-2380.0,-175.0,718.0,372553.0,372553.0
1.0,-2368.0,-192.0,739.0,354976.0,354976.0
2.0,-2378.0,-204.0,729.0,344406.0,344406.0
3.0,-2394.0,-194.0,736.0,337809.0,337809.0
4.0,-2392.0,-216.0,739.0,333430.0,333430.0
5.0,-2406.0,-214.0,756.0,330117.0,330117.0
6.0,-2391.0,-214.0,756.0,325898.0,325898.0
7.0,-2385.0,-224.0,766.0,325356.0,325356.0
8.0,-2400.0,-204.0,772.0,314173.0,314173.0
9.0,-2381.0,-194.0,782.0,294390.0,294390.0
10.0,-2387.0,-178.0,812.0,277163.0,277163.0
11.0,-2383.0,-173.0,808.0,262679.0,262679.0
12.0,-2383.0,-154.0,815.0,250998.0,250998.0
13.0,-2406.0,-154.0,814.0,241168.0,241168.0
14.0,-2413.0,-140.0,802.0,232264.0,232264.0
15.0,-2411.0,-138.0,788.0,224119.0,224119.0
16.0,-2407.0,-138.0,784.0,216684.0,216684.0
17.0,-2406.0,-144.0,774.0,210013.0,210013.0
18.0,-2397.0,-148.0,778.0,203796.0,203796.0
19.0,-2403.0,-160.0,758.0,198061.0,198061.0
20.0,-2377.0,-168.0,748.0,192864.0,192864.0
21.0,-2369.0,-160.0,750.0,188421.0,188421.0
22.0,-2368.0,-188.0,748.0,184648.0,184648.0
23.0,-2369.0,-196.0,743.0,181001.0,181001.0
24.0,-2361.0,-206.0,754.0,177285.0,177285.0
25.0,-2357.0,-208.0,756.0,173612.0,173612.0
26.0,-2378.0,-214.0,764.0,170521.0,170521.0
27.0,-2389.0,-228.0,758.0,168078.0,168078.0
28.0,-2397.0,-232.0,752.0,165896.0,165896.0
29.0,-2401.0,-228.0,743.0,163487.0,163487.0
30.0,-2409.0,-226.0,724.0,161054.0,161054.0
31.0,-2408.0,-238.0,735.0,159018.0,159018.0
32.0,-2420.0,-240.0,708.0,157327.0,157327.0
33.0,-2421.0,-236.0,730.0,155796.0,155796.0
34.0,-2420.0,-244.0,712.0,153952.0,153952.0
35.0,-2432.0,-240.0,724.0,152093.0,152093.0
36.0,-2428.0,-225.0,716.0,150594.0,150594.0
37.0,-2430.0,-214.0,702.0,149488.0,149488.0
38.0,-2416.0,-206.0,710.0,148533.0,148533.0
39.0,-2418.0,-202.0,696.0,147429.0,147429.0
40.0,-2419.0,-184.0,714.0,146003.0,146003.0
41.0,-2414.0,-171.0,720.0,145058.0,145058.0
42.0,-2418.0,-177.0,732.0,144398.0,144398.0
43.0,-2421.0,-177.0,739.0,143662.0,143662.0
44.0,-2408.0,-176.0,747.0,142784.0,142784.0
45.0,-2432.0,-188.0,744.0,141718.0,141718.0
46.0,-2433.0,-182.0,754.0,140978.0,140978.0
47.0,-2435.0,-198.0,764.0,140635.0,140635.0
48.0,-2447.0,-194.0,760.0,140300.0,140300.0
49.0,-2444.0,-188.0,766.0,139624.0,139624.0
50.0,-2435.0,-218.0,768.0,138870.0,138870.0
51.0,-2435.0,-208.0,764.0,138353.0,138353.0
52.0,-2420.0,-212.0,770.0,138393.0,138393.0
53.0,-2420.0,-221.0,768.0,138443.0,138443.0
54.0,-2407.0,-231.0,780.0,138116.0,138116.0
55.0,-2397.0,-236.0,792.0,137775.0,137775.0
56.0,-2397.0,-264.0,786.0,137501.0,137501.0
57.0,-2382.0,-290.0,782.0,137546.0,137546.0
58.0,-2369.0,-294.0,770.0,137624.0,137624.0
59.0,-2369.0,-296.0,764.0,137176.0,137176.0
60.0,-2364.0,-307.0,770.0,136749.0,136749.0
61.0,-2359.0,-308.0,778.0,136515.0,136515.0
62.0,-2364.0,-328.0,788.0,136262.0,136262.0
63.0,-2364.0,-326.0,790.0,136046.0,136046.0
64.0,-2359.0,-324.0,790.0,135428.0,135428.0
65.0,-2371.0,-313.0,774.0,134648.0,134648.0
66.0,-2376.0,-324.0,764.0,133903.0,133903.0
67.0,-2394.0,-326.0,745.0,133266.0,133266.0
68.0,-2404.0,-330.0,747.0,132788.0,132788.0
69.0,-2421.0,-314.0,752.0,132048.0,132048.0
70.0,-2419.0,-326.0,750.0,131032.0,131032.0
71.0,-2416.0,-319.0,748.0,130546.0,130546.0
72.0,-2416.0,-309.0,772.0,130317.0,130317.0
73.0,-2421.0,-312.0,766.0,129723.0,129723.0
74.0,-2426.0,-302.0,772.0,128949.0,128949.0
75.0,-2430.0,-286.0,794.0,128364.0,128364.0
76.0,-2442.0,-273.0,794.0,128291.0,128291.0
77.0,-2445.0,-273.0,792.0,128444.0,128444.0
78.0,-2462.0,-277.0,796.0,128449.0,128449.0
79.0,-2459.0,-292.0,788.0,128059.0,128059.0
80.0,-2459.0,-292.0,794.0,127649.0,127649.0
81.0,-2458.0,-298.0,788.0,127551.0,127551.0
82.0,-2468.0,-304.0,784.0,127746.0,127746.0
83.0,-2461.0,-322.0,792.0,127690.0,127690.0
84.0,-2462.0,-323.0,804.0,127394.0,127394.0
85.0,-2447.0,-326.0,820.0,127079.0,127079.0
86.0,-2442.0,-338.0,819.0,126710.0,126710.0
87.0,-2447.0,-338.0,819.0,126598.0,126598.0
88.0,-2442.0,-346.0,829.0,126171.0,126171.0
89.0,-2436.0,-358.0,840.0,125591.0,125591.0
90.0,-2449.0,-346.0,821.0,125326.0,125326.0
91.0,-2438.0,-344.0,829.0,125209.0,125209.0
92.0,-2439.0,-346.0,829.0,125458.0,125458.0
93.0,-2431.0,-332.0,838.0,125756.0,125756.0
94.0,-2435.0,-324.0,836.0,125561.0,125561.0
95.0,-2433.0,-317.0,846.0,125133.0,125133.0
96.0,-2426.0,-318.0,842.0,124873.0,124873.0
97.0,-2424.0,-300.0,852.0,124809.0,124809.0
98.0,-2427.0,-304.0,860.0,124929.0,124929.0
99.0,-2426.0,-296.0,868.0,124916.0,124916.0
100.0,-2424.0,-282.0,860.0,124416.0,124416.0
101.0,-2428.0,-271.0,858.0,123995.0,123995.0
102.0,-2422.0,-277.0,854.0,124045.0,124045.0
103.0,-2415.0,-282.0,854.0,124169.0,124169.0
104.0,-2420.0,-254.0,856.0,124126.0,124126.0
105.0,-2397.0,-240.0,862.0,124104.0,124104.0
106.0,-2404.0,-234.0,856.0,124355.0,124355.0
107.0,-2407.0,-223.0,848.0,124629.0,124629.0
108.0,-2406.0,-212.0,854.0,124469.0,124469.0
109.0,-2383.0,-184.0,862.0,123847.0,123847.0
110.0,-2402.0,-175.0,850.0,123486.0,123486.0
111.0,-2399.0,-168.0,844.0,123694.0,123694.0
112.0,-2408.0,-170.0,835.0,124075.0,124075.0
113.0,-2414.0,-136.0,840.0,123918.0,123918.0
114.0,-2428.0,-142.0,814.0,123428.0,123428.0
115.0,-2438.0,-148.0,821.0,122921.0,122921.0
116.0,-2425.0,-148.0,820.0,122901.0,122901.0
117.0,-2423.0,-164.0,823.0,123144.0,123144.0
118.0,-2420.0,-190.0,810.0,123169.0,123169.0
119.0,-2419.0,-204.0,823.0,122779.0,122779.0
120.0,-2403.0,-212.0,825.0,122528.0,122528.0
121.0,-2394.0,-228.0,812.0,122596.0,122596.0
122.0,-2377.0,-242.0,821.0,122694.0,122694.0
123.0,-2367.0,-264.0,840.0,123004.0,123004.0
124.0,-2353.0,-262.0,825.0,123173.0,123173.0
125.0,-2351.0,-256.0,817.0,122956.0,122956.0
126.0,-2334.0,-270.0,816.0,122891.0,122891.0
127.0,-2352.0,-258.0,816.0,123193.0,123193.0
128.0,-2361.0,-266.0,825.0,123437.0,123437.0
129.0,-2365.0,-250.0,819.0,123358.0,123358.0
130.0,-2392.0,-244.0,842.0,122810.0,122810.0
131.0,-2404.0,-234.0,842.0,123006.0,123006.0
132.0,-2408.0,-218.0,840.0,123408.0,123408.0
133.0,-2431.0,-225.0,825.0,123497.0,123497.0
134.0,-2428.0,-216.0,836.0,123427.0,123427.0
135.0,-2428.0,-208.0,850.0,123263.0,123263.0
136.0,-2423.0,-208.0,832.0,123433.0,123433.0
137.0,-2428.0,-200.0,836.0,123801.0,123801.0
138.0,-2411.0,-200.0,831.0,123923.0,123923.0
139.0,-2392.0,-194.0,840.0,123925.0,123925.0
140.0,-2381.0,-189.0,842.0,123605.0,123605.0
141.0,-2390.0,-196.0,846.0,123468.0,123468.0
142.0,-2384.0,-196.0,856.0,123765.0,123765.0
143.0,-2385.0,-192.0,870.0,124103.0,124103.0
144.0,-2382.0,-202.0,872.0,124210.0,124210.0
145.0,-2376.0,-214.0,870.0,124036.0,124036.0
146.0,-2381.0,-208.0,888.0,123911.0,123911.0
147.0,-2369.0,-219.0,898.0,124243.0,124243.0
148.0,-2365.0,-223.0,906.0,124276.0,124276.0
149.0,-2373.0,-226.0,888.0,124137.0,124137.0
150.0,-2355.0,-230.0,886.0,123995.0,123995.0
151.0,-2360.0,-236.0,892.0,123816.0,123816.0
152.0,-2357.0,-242.0,892.0,123697.0,123697.0
153.0,-2340.0,-229.0,882.0,123816.0,123816.0
154.0,-2335.0,-230.0,880.0,123601.0,123601.0
155.0,-2341.0,-234.0,856.0,123354.0,123354.0
156.0,-2342.0,-219.0,850.0,123446.0,123446.0
157.0,-2331.0,-215.0,856.0,123594.0,123594.0
158.0,-2337.0,-226.0,829.0,123496.0,123496.0
159.0,-2332.0,-223.0,850.0,123081.0,123081.0
160.0,-2338.0,-214.0,838.0,122551.0,122551.0
161.0,-2324.0,-219.0,840.0,122552.0,122552.0
162.0,-2351.0,-221.0,838.0,122798.0,122798.0
163.0,-2362.0,-222.0,840.0,122771.0,122771.0
164.0,-2359.0,-226.0,858.0,122426.0,122426.0
165.0,-2359.0,-225.0,848.0,121966.0,121966.0
166.0,-2355.0,-221.0,854.0,121813.0,121813.0
167.0,-2373.0,-226.0,856.0,122167.0,122167.0
168.0,-2383.0,-214.0,870.0,122311.0,122311.0
169.0,-2387.0,-208.0,878.0,122146.0,122146.0
170.0,-2388.0,-206.0,872.0,121896.0,121896.0
171.0,-2394.0,-200.0,868.0,121695.0,121695.0
172.0,-2387.0,-210.0,870.0,121752.0,121752.0
173.0,-2388.0,-198.0,858.0,121833.0,121833.0
174.0,-2388.0,-192.0,864.0,121782.0,121782.0
175.0,-2392.0,-204.0,864.0,121539.0,121539.0
176.0,-2402.0,-208.0,874.0,121422.0,121422.0
177.0,-2401.0,-198.0,866.0,121731.0,121731.0
178.0,-2402.0,-202.0,868.0,122084.0,122084.0
179.0,-2402.0,-200.0,842.0,122218.0,122218.0
180.0,-2406.0,-208.0,876.0,122117.0,122117.0
181.0,-2406.0,-214.0,862.0,122013.0,122013.0
182.0,-2413.0,-220.0,860.0,121688.0,121688.0
183.0,-2409.0,-236.0,870.0,121678.0,121678.0
184.0,-2402.0,-228.0,878.0,122069.0,122069.0
185.0,-2414.0,-246.0,862.0,122379.0,122379.0
186.0,-2417.0,-254.0,870.0,122630.0,122630.0
187.0,-2411.0,-248.0,862.0,123671.0,123671.0
188.0,-2413.0,-260.0,874.0,126156.0,126156.0
189.0,-2417.0,-266.0,862.0,129584.0,129584.0
190.0,-2411.0,-266.0,848.0,131606.0,131606.0
191.0,-2407.0,-282.0,858.0,132914.0,132914.0
192.0,-2402.0,-273.0,862.0,131383.0,131383.0
193.0,-2409.0,-281.0,864.0,128140.0,128140.0
194.0,-2400.0,-284.0,846.0,125718.0,125718.0
195.0,-2396.0,-279.0,866.0,123636.0,123636.0
196.0,-2383.0,-282.0,856.0,122459.0,122459.0
197.0,-2396.0,-292.0,842.0,121906.0,121906.0
198.0,-2378.0,-294.0,838.0,121626.0,121626.0
199.0,-2372.0,-304.0,834.0,121273.0,121273.0
200.0,-2383.0,-317.0,846.0,120571.0,120571.0
201.0,-2399.0,-315.0,846.0,120444.0,120444.0
202.0,-2415.0,-326.0,842.0,120995.0,120995.0
203.0,-2416.0,-310.0,850.0,121817.0,121817.0
204.0,-2414.0,-319.0,850.0,122311.0,122311.0
205.0,-2430.0,-322.0,856.0,122448.0,122448.0
206.0,-2440.0,-310.0,846.0,122474.0,122474.0
207.0,-2440.0,-330.0,868.0,122701.0,122701.0
208.0,-2447.0,-321.0,872.0,122826.0,122826.0
209.0,-2437.0,-314.0,858.0,122721.0,122721.0
210.0,-2433.0,-318.0,884.0,122611.0,122611.0
211.0,-2428.0,-314.0,868.0,122783.0,122783.0
212.0,-2427.0,-306.0,878.0,123184.0,123184.0
213.0,-2414.0,-322.0,876.0,123521.0,123521.0
214.0,-2419.0,-312.0,882.0,123488.0,123488.0
215.0,-2414.0,-319.0,882.0,123082.0,123082.0
216.0,-2424.0,-317.0,884.0,122946.0,122946.0
217.0,-2413.0,-306.0,894.0,123326.0,123326.0
218.0,-2400.0,-294.0,876.0,123542.0,123542.0
219.0,-2402.0,-298.0,876.0,123442.0,123442.0
220.0,-2387.0,-292.0,866.0,123348.0,123348.0
221.0,-2378.0,-282.0,844.0,123477.0,123477.0
222.0,-2366.0,-268.0,862.0,123869.0,123869.0
223.0,-2361.0,-278.0,866.0,124102.0,124102.0
224.0,-2354.0,-270.0,858.0,124019.0,124019.0
225.0,-2365.0,-271.0,854.0,123912.0,123912.0
226.0,-2381.0,-264.0,880.0,124122.0,124122.0
227.0,-2397.0,-250.0,872.0,124566.0,124566.0
228.0,-2383.0,-268.0,870.0,124727.0,124727.0
229.0,-2395.0,-271.0,870.0,124559.0,124559.0
230.0,-2406.0,-273.0,860.0,124164.0,124164.0
231.0,-2404.0,-281.0,860.0,124148.0,124148.0
232.0,-2416.0,-260.0,858.0,124361.0,124361.0
233.0,-2413.0,-284.0,834.0,124654.0,124654.0
234.0,-2420.0,-275.0,840.0,124743.0,124743.0
235.0,-2430.0,-302.0,852.0,124759.0,124759.0
236.0,-2426.0,-300.0,846.0,124878.0,124878.0
237.0,-2418.0,-310.0,844.0,125231.0,125231.0
238.0,-2423.0,-310.0,850.0,125607.0,125607.0
239.0,-2414.0,-310.0,858.0,125571.0,125571.0
240.0,-2423.0,-306.0,858.0,125617.0,125617.0
241.0,-2428.0,-304.0,870.0,125908.0,125908.0
242.0,-2411.0,-318.0,858.0,126379.0,126379.0
243.0,-2418.0,-316.0,858.0,127000.0,127000.0
244.0,-2413.0,-314.0,848.0,127249.0,127249.0
245.0,-2399.0,-320.0,860.0,127063.0,127063.0
246.0,-2404.0,-300.0,862.0,127102.0,127102.0
247.0,-2394.0,-308.0,862.0,127485.0,127485.0
248.0,-2397.0,-310.0,866.0,128142.0,128142.0
249.0,-2402.0,-325.0,858.0,128473.0,128473.0
250.0,-2399.0,-330.0,848.0,128453.0,128453.0
251.0,-2389.0,-338.0,840.0,128596.0,128596.0
252.0,-2387.0,-338.0,832.0,128880.0,128880.0
253.0,-2367.0,-340.0,844.0,128810.0,128810.0
254.0,-2371.0,-326.0,818.0,128421.0,128421.0
255.0,-2350.0,-334.0,827.0,128036.0,128036.0
256.0,-2344.0,-342.0,814.0,127710.0,127710.0
257.0,-2341.0,-319.0,838.0,127659.0,127659.0
258.0,-2320.0,-332.0,827.0,127549.0,127549.0
259.0,-2329.0,-324.0,840.0,127119.0,127119.0
260.0,-2331.0,-310.0,846.0,126523.0,126523.0
261.0,-2317.0,-306.0,860.0,126093.0,126093.0
262.0,-2343.0,-311.0,862.0,126193.0,126193.0
263.0,-2339.0,-294.0,850.0,126174.0,126174.0
264.0,-2345.0,-300.0,872.0,125682.0,125682.0
265.0,-2357.0,-302.0,870.0,125073.0,125073.0
266.0,-2348.0,-300.0,884.0,124874.0,124874.0
267.0,-2367.0,-304.0,876.0,125167.0,125167.0
268.0,-2390.0,-302.0,878.0,125361.0,125361.0
269.0,-2378.0,-290.0,888.0,125201.0,125201.0
270.0,-2385.0,-302.0,888.0,124568.0,124568.0
271.0,-2392.0,-288.0,874.0,124793.0,124793.0
272.0,-2397.0,-302.0,872.0,127534.0,127534.0
273.0,-2390.0,-313.0,884.0,129554.0,129554.0
274.0,-2404.0,-296.0,864.0,130889.0,130889.0
275.0,-2396.0,-284.0,874.0,131687.0,131687.0
276.0,-2404.0,-296.0,878.0,128218.0,128218.0
277.0,-2416.0,-296.0,872.0,124249.0,124249.0
278.0,-2413.0,-290.0,858.0,127626.0,127626.0
279.0,-2420.0,-284.0,870.0,132084.0,132084.0
280.0,-2406.0,-288.0,866.0,132478.0,132478.0
281.0,-2376.0,-275.0,850.0,132513.0,132513.0
282.0,-2364.0,-268.0,868.0,132720.0,132720.0
283.0,-2359.0,-254.0,856.0,132553.0,132553.0
284.0,-2358.0,-248.0,888.0,132003.0,132003.0
285.0,-2343.0,-250.0,884.0,131786.0,131786.0
286.0,-2354.0,-238.0,884.0,132069.0,132069.0
287.0,-2350.0,-228.0,876.0,132393.0,132393.0
288.0,-2364.0,-225.0,888.0,132213.0,132213.0
289.0,-2361.0,-223.0,896.0,132113.0,132113.0
290.0,-2389.0,-229.0,880.0,132129.0,132129.0
291.0,-2400.0,-224.0,868.0,132167.0,132167.0
292.0,-2393.0,-223.0,886.0,132520.0,132520.0
293.0,-2408.0,-228.0,878.0,132599.0,132599.0
294.0,-2395.0,-226.0,864.0,132361.0,132361.0
295.0,-2386.0,-242.0,876.0,132134.0,132134.0
296.0,-2384.0,-236.0,874.0,132034.0,132034.0
297.0,-2372.0,-256.0,870.0,132261.0,132261.0
298.0,-2372.0,-260.0,894.0,132283.0,132283.0
299.0,-2371.0,-271.0,882.0,131928.0,131928.0
300.0,-2370.0,-264.0,876.0,131241.0,131241.0
301.0,-2374.0,-275.0,874.0,131155.0,131155.0
302.0,-2371.0,-290.0,876.0,131404.0,131404.0
303.0,-2366.0,-296.0,864.0,131726.0,131726.0
304.0,-2365.0,-298.0,868.0,131888.0,131888.0
305.0,-2371.0,-288.0,854.0,131896.0,131896.0
306.0,-2352.0,-271.0,836.0,132054.0,132054.0
307.0,-2354.0,-271.0,842.0,132366.0,132366.0
308.0,-2352.0,-269.0,846.0,132655.0,132655.0
309.0,-2345.0,-262.0,858.0,132496.0,132496.0
310.0,-2347.0,-262.0,850.0,132011.0,132011.0
311.0,-2356.0,-254.0,864.0,131789.0,131789.0
312.0,-2345.0,-256.0,866.0,132033.0,132033.0
313.0,-2361.0,-256.0,870.0,132183.0,132183.0
314.0,-2364.0,-268.0,862.0,132144.0,132144.0
315.0,-2372.0,-266.0,874.0,132085.0,132085.0
316.0,-2395.0,-252.0,870.0,132088.0,132088.0
317.0,-2392.0,-282.0,874.0,132263.0,132263.0
318.0,-2378.0,-280.0,872.0,132253.0,132253.0
319.0,-2395.0,-286.0,886.0,131980.0,131980.0
320.0,-2388.0,-294.0,852.0,131861.0,131861.0
321.0,-2385.0,-308.0,854.0,131948.0,131948.0
322.0,-2361.0,-304.0,856.0,132314.0,132314.0
323.0,-2356.0,-306.0,844.0,132683.0,132683.0
324.0,-2364.0,-300.0,852.0,132739.0,132739.0
325.0,-2354.0,-302.0,876.0,132358.0,132358.0
326.0,-2340.0,-292.0,870.0,132205.0,132205.0
327.0,-2345.0,-304.0,874.0,132508.0,132508.0
328.0,-2352.0,-292.0,890.0,132750.0,132750.0
329.0,-2352.0,-300.0,880.0,132680.0,132680.0
330.0,-2354.0,-304.0,890.0,132268.0,132268.0
331.0,-2364.0,-300.0,884.0,132263.0,132263.0
332.0,-2374.0,-302.0,900.0,132498.0,132498.0
333.0,-2376.0,-288.0,908.0,132616.0,132616.0
334.0,-2388.0,-290.0,894.0,132714.0,132714.0
335.0,-2395.0,-290.0,882.0,132543.0,132543.0
336.0,-2407.0,-294.0,868.0,132480.0,132480.0
337.0,-2408.0,-302.0,860.0,132751.0,132751.0
338.0,-2416.0,-294.0,854.0,132874.0,132874.0
339.0,-2409.0,-294.0,827.0,132983.0,132983.0
340.0,-2419.0,-304.0,814.0,133046.0,133046.0
341.0,-2409.0,-288.0,802.0,133270.0,133270.0
342.0,-2416.0,-283.0,806.0,133868.0,133868.0
343.0,-2394.0,-286.0,798.0,134332.0,134332.0
344.0,-2390.0,-277.0,792.0,134157.0,134157.0
345.0,-2386.0,-267.0,804.0,133696.0,133696.0
346.0,-2378.0,-268.0,820.0,133616.0,133616.0
347.0,-2376.0,-279.0,836.0,133893.0,133893.0
348.0,-2392.0,-269.0,850.0,134104.0,134104.0
349.0,-2389.0,-269.0,846.0,134012.0,134012.0
350.0,-2401.0,-264.0,858.0,133746.0,133746.0
351.0,-2397.0,-270.0,846.0,133423.0,133423.0
352.0,-2402.0,-280.0,844.0,133269.0,133269.0
353.0,-2394.0,-275.0,868.0,133284.0,133284.0
354.0,-2404.0,-273.0,858.0,133176.0,133176.0
355.0,-2387.0,-271.0,844.0,132979.0,132979.0
356.0,-2392.0,-280.0,852.0,132829.0,132829.0
357.0,-2352.0,-240.0,842.0,133074.0,133074.0
358.0,-2349.0,-240.0,842.0,132796.0,132796.0
359.0,-2347.0,-242.0,850.0,132587.0,132587.0
360.0,-2397.0,-230.0,810.0,131681.0,131681.0
361.0,-2391.0,-217.0,817.0,132643.0,132643.0
362.0,-2390.0,-223.0,817.0,133629.0,133629.0
363.0,-2395.0,-232.0,840.0,134821.0,134821.0
364.0,-2397.0,-234.0,846.0,132752.0,132752.0
365.0,-2399.0,-240.0,836.0,131704.0,131704.0
366.0,-2373.0,-256.0,825.0,132889.0,132889.0
367.0,-2373.0,-256.0,825.0,132891.0,132891.0
368.0,-2369.0,-258.0,830.0,133471.0,133471.0
369.0,-2411.0,-256.0,858.0,138322.0,138322.0
370.0,-2406.0,-250.0,844.0,137056.0,137056.0
371.0,-2408.0,-252.0,854.0,139582.0,139582.0
372.0,-2380.0,-262.0,844.0,142921.0,142921.0
373.0,-2369.0,-256.0,840.0,142076.0,142076.0
374.0,-2376.0,-258.0,844.0,140795.0,140795.0
375.0,-2389.0,-268.0,878.0,144441.0,144441.0
376.0,-2383.0,-254.0,878.0,144495.0,144495.0
377.0,-2376.0,-264.0,890.0,143009.0,143009.0
378.0,-2361.0,-273.0,868.0,147078.0,147078.0
379.0,-2361.0,-273.0,868.0,147165.0,147165.0
380.0,-2354.0,-269.0,868.0,145333.0,145333.0
381.0,-2364.0,-279.0,900.0,143141.0,143141.0
382.0,-2380.0,-280.0,888.0,142743.0,142743.0
383.0,-2376.0,-277.0,906.0,142923.0,142923.0
384.0,-2348.0,-281.0,882.0,141189.0,141189.0
385.0,-2352.0,-268.0,900.0,141569.0,141569.0
386.0,-2357.0,-275.0,892.0,141879.0,141879.0
387.0,-2406.0,-250.0,872.0,141018.0,141018.0
388.0,-2400.0,-275.0,880.0,141318.0,141318.0
389.0,-2408.0,-266.0,884.0,141350.0,141350.0
390.0,-2369.0,-296.0,876.0,142001.0,142001.0
391.0,-2374.0,-292.0,858.0,141703.0,141703.0
392.0,-2365.0,-300.0,878.0,140963.0,140963.0
393.0,-2369.0,-269.0,880.0,1450459.0,1450459.0
394.0,-2356.0,-267.0,866.0,140847.0,140847.0
395.0,-2361.0,-273.0,864.0,141100.0,141100.0
396.0,-2388.0,-260.0,844.0,140011.0,140011.0
397.0,-2394.0,-260.0,860.0,140203.0,140203.0
398.0,-2400.0,-266.0,860.0,140188.0,140188.0
399.0,-2367.0,-266.0,884.0,140383.0,140383.0
400.0,-2370.0,-266.0,874.0,140510.0,140510.0
401.0,-2377.0,-260.0,852.0,140253.0,140253.0
402.0,-2394.0,-280.0,862.0,140753.0,140753.0
403.0,-2397.0,-271.0,876.0,140299.0,140299.0
404.0,-2397.0,-266.0,852.0,139920.0,139920.0
405.0,-2378.0,-270.0,860.0,141073.0,141073.0
406.0,-2378.0,-271.0,870.0,141086.0,141086.0
407.0,-2387.0,-264.0,866.0,141220.0,141220.0
408.0,-2381.0,-304.0,870.0,140306.0,140306.0
409.0,-2378.0,-302.0,862.0,140247.0,140247.0
410.0,-2373.0,-302.0,862.0,140366.0,140366.0
411.0,-2404.0,-294.0,854.0,139158.0,139158.0
412.0,-2402.0,-302.0,854.0,139388.0,139388.0
413.0,-2394.0,-296.0,868.0,139320.0,139320.0
414.0,-2384.0,-294.0,858.0,139461.0,139461.0
415.0,-2394.0,-294.0,858.0,139041.0,139041.0
416.0,-2371.0,-304.0,880.0,138608.0,138608.0
417.0,-2381.0,-294.0,854.0,146377.0,146377.0
418.0,-2388.0,-294.0,854.0,142954.0,142954.0
419.0,-2383.0,-304.0,864.0,140923.0,140923.0
420.0,-2397.0,-277.0,878.0,138970.0,138970.0
421.0,-2397.0,-271.0,892.0,139460.0,139460.0
422.0,-2380.0,-277.0,882.0,139868.0,139868.0
423.0,-2364.0,-268.0,882.0,140818.0,140818.0
424.0,-2371.0,-268.0,884.0,141207.0,141207.0
425.0,-2366.0,-266.0,880.0,141078.0,141078.0
426.0,-2382.0,-277.0,832.0,141588.0,141588.0
427.0,-2382.0,-277.0,832.0,141405.0,141405.0
428.0,-2387.0,-273.0,840.0,141208.0,141208.0
429.0,-2381.0,-292.0,858.0,142234.0,142234.0
430.0,-2389.0,-266.0,866.0,142437.0,142437.0
431.0,-2382.0,-288.0,860.0,143029.0,143029.0
432.0,-2378.0,-300.0,858.0,145002.0,145002.0
433.0,-2378.0,-300.0,846.0,145489.0,145489.0
434.0,-2381.0,-300.0,860.0,145974.0,145974.0
435.0,-2374.0,-280.0,866.0,143482.0,143482.0
436.0,-2374.0,-284.0,848.0,143230.0,143230.0
437.0,-2360.0,-284.0,882.0,142625.0,142625.0
438.0,-2366.0,-277.0,872.0,141222.0,141222.0
439.0,-2366.0,-277.0,872.0,141053.0,141053.0
440.0,-2383.0,-271.0,864.0,140599.0,140599.0
441.0,-2387.0,-286.0,880.0,140007.0,140007.0
442.0,-2388.0,-275.0,860.0,139733.0,139733.0
443.0,-2376.0,-283.0,870.0,139963.0,139963.0
444.0,-2386.0,-276.0,854.0,140259.0,140259.0
445.0,-2401.0,-288.0,852.0,140464.0,140464.0
446.0,-2397.0,-285.0,862.0,140743.0,140743.0
447.0,-2392.0,-314.0,872.0,140648.0,140648.0
448.0,-2385.0,-310.0,870.0,140891.0,140891.0
449.0,-2380.0,-300.0,856.0,140817.0,140817.0
450.0,-2394.0,-292.0,860.0,140943.0,140943.0
451.0,-2390.0,-294.0,884.0,140614.0,140614.0
452.0,-2406.0,-288.0,868.0,140522.0,140522.0
453.0,-2376.0,-294.0,864.0,140216.0,140216.0
454.0,-2389.0,-300.0,862.0,140182.0,140182.0
455.0,-2390.0,-302.0,858.0,140427.0,140427.0
456.0,-2374.0,-315.0,841.0,140243.0,140243.0
457.0,-2387.0,-336.0,842.0,140392.0,140392.0
458.0,-2379.0,-334.0,864.0,140674.0,140674.0
459.0,-2390.0,-360.0,834.0,140668.0,140668.0
460.0,-2390.0,-348.0,846.0,140940.0,140940.0
461.0,-2383.0,-358.0,834.0,140916.0,140916.0
462.0,-2410.0,-370.0,864.0,140793.0,140793.0
463.0,-2399.0,-368.0,854.0,140578.0,140578.0
464.0,-2398.0,-367.0,858.0,140583.0,140583.0
465.0,-2408.0,-352.0,844.0,141476.0,141476.0
466.0,-2397.0,-352.0,848.0,141188.0,141188.0
467.0,-2406.0,-360.0,842.0,141298.0,141298.0
468.0,-2408.0,-336.0,856.0,140341.0,140341.0
469.0,-2419.0,-332.0,854.0,140534.0,140534.0
470.0,-2420.0,-350.0,850.0,140503.0,140503.0
471.0,-2404.0,-332.0,868.0,139897.0,139897.0
472.0,-2404.0,-332.0,868.0,140155.0,140155.0
473.0,-2402.0,-346.0,862.0,140041.0,140041.0
474.0,-2394.0,-346.0,860.0,141002.0,141002.0
475.0,-2385.0,-334.0,858.0,141213.0,141213.0
476.0,-2386.0,-342.0,856.0,141881.0,141881.0
477.0,-2402.0,-326.0,856.0,139759.0,139759.0
478.0,-2400.0,-334.0,870.0,138668.0,138668.0
479.0,-2408.0,-334.0,870.0,138293.0,138293.0
480.0,-2390.0,-328.0,874.0,139944.0,139944.0
