timestamp,acc_x,acc_y,acc_z,ecg_1,ecg_2
11110.0,-2369.0,-196.0,874.0,142639.0,142639.0
11111.0,-2363.0,-198.0,904.0,142819.0,142819.0
11112.0,-2365.0,-198.0,894.0,143176.0,143176.0
11113.0,-2354.0,-188.0,892.0,143279.0,143279.0
11114.0,-2360.0,-192.0,896.0,143168.0,143168.0
11115.0,-2372.0,-194.0,874.0,143188.0,143188.0
11116.0,-2369.0,-186.0,892.0,143443.0,143443.0
11117.0,-2365.0,-180.0,890.0,143634.0,143634.0
11118.0,-2356.0,-196.0,880.0,143638.0,143638.0
11119.0,-2358.0,-196.0,892.0,143496.0,143496.0
11120.0,-2354.0,-198.0,899.0,143509.0,143509.0
11121.0,-2353.0,-200.0,900.0,143720.0,143720.0
11122.0,-2352.0,-204.0,908.0,143888.0,143888.0
11123.0,-2355.0,-190.0,904.0,143759.0,143759.0
11124.0,-2356.0,-206.0,896.0,143618.0,143618.0
11125.0,-2353.0,-204.0,890.0,143678.0,143678.0
11126.0,-2348.0,-202.0,892.0,144017.0,144017.0
11127.0,-2356.0,-198.0,882.0,144219.0,144219.0
11128.0,-2357.0,-206.0,884.0,144191.0,144191.0
11129.0,-2359.0,-202.0,880.0,144036.0,144036.0
11130.0,-2365.0,-198.0,874.0,144159.0,144159.0
11131.0,-2364.0,-186.0,872.0,144438.0,144438.0
11132.0,-2380.0,-188.0,880.0,144627.0,144627.0
11133.0,-2366.0,-194.0,880.0,144633.0,144633.0
11134.0,-2376.0,-188.0,882.0,144434.0,144434.0
11135.0,-2372.0,-200.0,888.0,144460.0,144460.0
11136.0,-2350.0,-184.0,870.0,144834.0,144834.0
11137.0,-2369.0,-190.0,898.0,145189.0,145189.0
11138.0,-2366.0,-190.0,905.0,145188.0,145188.0
11139.0,-2359.0,-190.0,894.0,145014.0,145014.0
11140.0,-2359.0,-192.0,911.0,145046.0,145046.0
11141.0,-2367.0,-185.0,898.0,145366.0,145366.0
11142.0,-2374.0,-194.0,911.0,145710.0,145710.0
11143.0,-2368.0,-192.0,911.0,145695.0,145695.0
11144.0,-2374.0,-202.0,913.0,145663.0,145663.0
11145.0,-2380.0,-194.0,899.0,145941.0,145941.0
11146.0,-2367.0,-206.0,884.0,146393.0,146393.0
11147.0,-2364.0,-204.0,896.0,146731.0,146731.0
11148.0,-2374.0,-190.0,890.0,146876.0,146876.0
11149.0,-2376.0,-202.0,886.0,146873.0,146873.0
11150.0,-2364.0,-198.0,890.0,147077.0,147077.0
11151.0,-2367.0,-194.0,890.0,147631.0,147631.0
11152.0,-2367.0,-202.0,886.0,148011.0,148011.0
11153.0,-2369.0,-196.0,886.0,148090.0,148090.0
11154.0,-2365.0,-204.0,892.0,148103.0,148103.0
11155.0,-2358.0,-202.0,892.0,148179.0,148179.0
11156.0,-2349.0,-196.0,901.0,148394.0,148394.0
11157.0,-2368.0,-190.0,890.0,148518.0,148518.0
11158.0,-2360.0,-198.0,911.0,148205.0,148205.0
11159.0,-2352.0,-208.0,894.0,147739.0,147739.0
11160.0,-2362.0,-198.0,884.0,147379.0,147379.0
11161.0,-2352.0,-204.0,896.0,147181.0,147181.0
11162.0,-2359.0,-196.0,892.0,146852.0,146852.0
11163.0,-2354.0,-188.0,896.0,146264.0,146264.0
11164.0,-2367.0,-198.0,884.0,145671.0,145671.0
11165.0,-2357.0,-198.0,898.0,145283.0,145283.0
11166.0,-2369.0,-190.0,890.0,145049.0,145049.0
11167.0,-2362.0,-192.0,894.0,145018.0,145018.0
11168.0,-2372.0,-196.0,878.0,144641.0,144641.0
11169.0,-2372.0,-198.0,890.0,144113.0,144113.0
11170.0,-2377.0,-200.0,904.0,143856.0,143856.0
11171.0,-2369.0,-210.0,898.0,143872.0,143872.0
11172.0,-2364.0,-198.0,894.0,143903.0,143903.0
11173.0,-2370.0,-208.0,890.0,143710.0,143710.0
11174.0,-2376.0,-200.0,880.0,143344.0,143344.0
11175.0,-2359.0,-204.0,888.0,143183.0,143183.0
11176.0,-2362.0,-196.0,886.0,143287.0,143287.0
11177.0,-2356.0,-198.0,894.0,143338.0,143338.0
11178.0,-2364.0,-192.0,898.0,143168.0,143168.0
11179.0,-2366.0,-188.0,876.0,143018.0,143018.0
11180.0,-2356.0,-194.0,880.0,142858.0,142858.0
11181.0,-2364.0,-198.0,892.0,142998.0,142998.0
11182.0,-2362.0,-206.0,892.0,143205.0,143205.0
11183.0,-2365.0,-192.0,888.0,142981.0,142981.0
11184.0,-2360.0,-194.0,876.0,142712.0,142712.0
11185.0,-2369.0,-202.0,874.0,142733.0,142733.0
11186.0,-2369.0,-206.0,876.0,142806.0,142806.0
11187.0,-2367.0,-198.0,884.0,142909.0,142909.0
11188.0,-2371.0,-200.0,878.0,142922.0,142922.0
11189.0,-2374.0,-198.0,882.0,142748.0,142748.0
11190.0,-2366.0,-196.0,884.0,142633.0,142633.0
11191.0,-2371.0,-208.0,888.0,142753.0,142753.0
11192.0,-2367.0,-200.0,898.0,142818.0,142818.0
11193.0,-2364.0,-190.0,911.0,142723.0,142723.0
11194.0,-2364.0,-196.0,904.0,142559.0,142559.0
11195.0,-2363.0,-194.0,904.0,142526.0,142526.0
11196.0,-2371.0,-190.0,892.0,142774.0,142774.0
11197.0,-2367.0,-194.0,882.0,142993.0,142993.0
11198.0,-2376.0,-202.0,890.0,142871.0,142871.0
11199.0,-2376.0,-200.0,892.0,142622.0,142622.0
11200.0,-2378.0,-192.0,862.0,142559.0,142559.0
11201.0,-2380.0,-196.0,874.0,142833.0,142833.0
11202.0,-2372.0,-192.0,866.0,143003.0,143003.0
11203.0,-2359.0,-190.0,882.0,142821.0,142821.0
11204.0,-2358.0,-204.0,872.0,142563.0,142563.0
11205.0,-2350.0,-200.0,876.0,142498.0,142498.0
11206.0,-2345.0,-198.0,874.0,142671.0,142671.0
11207.0,-2352.0,-202.0,882.0,142798.0,142798.0
11208.0,-2359.0,-198.0,884.0,142711.0,142711.0
11209.0,-2370.0,-206.0,882.0,142432.0,142432.0
11210.0,-2366.0,-204.0,884.0,142435.0,142435.0
11211.0,-2364.0,-212.0,886.0,142673.0,142673.0
11212.0,-2372.0,-202.0,900.0,142894.0,142894.0
11213.0,-2378.0,-210.0,892.0,142823.0,142823.0
11214.0,-2371.0,-210.0,888.0,142571.0,142571.0
11215.0,-2372.0,-196.0,886.0,142465.0,142465.0
11216.0,-2377.0,-210.0,886.0,142606.0,142606.0
11217.0,-2371.0,-196.0,904.0,142872.0,142872.0
11218.0,-2367.0,-202.0,884.0,142779.0,142779.0
11219.0,-2369.0,-208.0,890.0,142462.0,142462.0
11220.0,-2368.0,-200.0,894.0,142428.0,142428.0
11221.0,-2369.0,-202.0,900.0,142634.0,142634.0
11222.0,-2373.0,-192.0,882.0,142769.0,142769.0
11223.0,-2371.0,-200.0,890.0,142626.0,142626.0
11224.0,-2362.0,-188.0,876.0,142393.0,142393.0
11225.0,-2362.0,-190.0,884.0,142288.0,142288.0
11226.0,-2369.0,-202.0,898.0,142474.0,142474.0
11227.0,-2367.0,-186.0,886.0,142736.0,142736.0
11228.0,-2361.0,-196.0,882.0,142609.0,142609.0
11229.0,-2367.0,-194.0,900.0,142351.0,142351.0
11230.0,-2365.0,-194.0,890.0,142269.0,142269.0
11231.0,-2365.0,-190.0,900.0,142459.0,142459.0
11232.0,-2367.0,-202.0,898.0,142631.0,142631.0
11233.0,-2367.0,-200.0,915.0,142462.0,142462.0
11234.0,-2367.0,-196.0,900.0,142146.0,142146.0
11235.0,-2375.0,-202.0,908.0,142054.0,142054.0
11236.0,-2368.0,-190.0,907.0,142298.0,142298.0
11237.0,-2378.0,-216.0,900.0,142561.0,142561.0
11238.0,-2369.0,-194.0,902.0,142503.0,142503.0
11239.0,-2362.0,-192.0,888.0,142243.0,142243.0
11240.0,-2365.0,-200.0,905.0,142149.0,142149.0
11241.0,-2367.0,-196.0,886.0,142248.0,142248.0
11242.0,-2367.0,-192.0,902.0,142399.0,142399.0
11243.0,-2360.0,-202.0,890.0,142371.0,142371.0
11244.0,-2386.0,-202.0,896.0,142176.0,142176.0
11245.0,-2372.0,-204.0,886.0,142101.0,142101.0
11246.0,-2368.0,-198.0,888.0,142299.0,142299.0
11247.0,-2367.0,-194.0,900.0,142589.0,142589.0
11248.0,-2364.0,-208.0,888.0,142571.0,142571.0
11249.0,-2366.0,-194.0,882.0,142321.0,142321.0
11250.0,-2370.0,-202.0,884.0,142244.0,142244.0
11251.0,-2359.0,-200.0,882.0,142466.0,142466.0
11252.0,-2365.0,-210.0,870.0,142725.0,142725.0
11253.0,-2367.0,-202.0,894.0,142688.0,142688.0
11254.0,-2364.0,-202.0,874.0,142282.0,142282.0
11255.0,-2362.0,-194.0,880.0,142253.0,142253.0
11256.0,-2374.0,-198.0,886.0,142561.0,142561.0
11257.0,-2372.0,-188.0,890.0,142710.0,142710.0
11258.0,-2369.0,-206.0,878.0,142612.0,142612.0
11259.0,-2364.0,-206.0,880.0,142312.0,142312.0
11260.0,-2374.0,-196.0,886.0,142191.0,142191.0
11261.0,-2371.0,-204.0,880.0,142303.0,142303.0
11262.0,-2369.0,-204.0,876.0,142352.0,142352.0
11263.0,-2372.0,-194.0,884.0,142348.0,142348.0
11264.0,-2372.0,-196.0,882.0,142200.0,142200.0
11265.0,-2368.0,-204.0,876.0,142122.0,142122.0
11266.0,-2364.0,-202.0,888.0,142281.0,142281.0
11267.0,-2363.0,-204.0,884.0,142498.0,142498.0
11268.0,-2365.0,-200.0,868.0,142418.0,142418.0
11269.0,-2367.0,-204.0,890.0,142132.0,142132.0
11270.0,-2371.0,-194.0,882.0,142014.0,142014.0
11271.0,-2360.0,-204.0,890.0,142276.0,142276.0
11272.0,-2362.0,-210.0,892.0,142422.0,142422.0
11273.0,-2367.0,-208.0,896.0,142332.0,142332.0
11274.0,-2368.0,-204.0,882.0,142159.0,142159.0
11275.0,-2366.0,-200.0,886.0,142088.0,142088.0
11276.0,-2368.0,-204.0,876.0,142186.0,142186.0
11277.0,-2360.0,-194.0,878.0,142351.0,142351.0
11278.0,-2364.0,-196.0,880.0,142279.0,142279.0
11279.0,-2364.0,-196.0,880.0,141964.0,141964.0
11280.0,-2367.0,-200.0,890.0,141883.0,141883.0
11281.0,-2362.0,-202.0,880.0,142156.0,142156.0
11282.0,-2364.0,-208.0,888.0,142496.0,142496.0
11283.0,-2372.0,-198.0,872.0,142504.0,142504.0
11284.0,-2378.0,-198.0,880.0,142198.0,142198.0
11285.0,-2372.0,-190.0,892.0,142091.0,142091.0
11286.0,-2367.0,-200.0,876.0,142564.0,142564.0
11287.0,-2382.0,-206.0,886.0,142924.0,142924.0
11288.0,-2373.0,-196.0,876.0,142811.0,142811.0
11289.0,-2380.0,-194.0,876.0,142441.0,142441.0
11290.0,-2383.0,-188.0,896.0,142341.0,142341.0
11291.0,-2360.0,-198.0,880.0,142485.0,142485.0
11292.0,-2364.0,-192.0,884.0,142438.0,142438.0
11293.0,-2366.0,-198.0,888.0,142172.0,142172.0
11294.0,-2381.0,-200.0,882.0,142034.0,142034.0
11295.0,-2373.0,-184.0,888.0,142044.0,142044.0
11296.0,-2367.0,-198.0,884.0,142207.0,142207.0
11297.0,-2369.0,-206.0,870.0,142420.0,142420.0
11298.0,-2370.0,-178.0,884.0,142458.0,142458.0
11299.0,-2364.0,-198.0,888.0,142204.0,142204.0
11300.0,-2370.0,-188.0,888.0,141873.0,141873.0
11301.0,-2380.0,-180.0,890.0,141883.0,141883.0
11302.0,-2367.0,-206.0,864.0,142156.0,142156.0
11303.0,-2362.0,-190.0,886.0,142168.0,142168.0
11304.0,-2372.0,-190.0,872.0,141976.0,141976.0
11305.0,-2357.0,-196.0,870.0,142038.0,142038.0
11306.0,-2373.0,-198.0,878.0,142229.0,142229.0
11307.0,-2367.0,-192.0,880.0,142432.0,142432.0
11308.0,-2375.0,-194.0,880.0,142262.0,142262.0
11309.0,-2362.0,-194.0,890.0,141989.0,141989.0
11310.0,-2365.0,-188.0,880.0,141973.0,141973.0
11311.0,-2381.0,-185.0,880.0,142232.0,142232.0
11312.0,-2364.0,-202.0,890.0,142509.0,142509.0
11313.0,-2369.0,-198.0,884.0,142376.0,142376.0
11314.0,-2384.0,-204.0,872.0,141908.0,141908.0
11315.0,-2370.0,-194.0,890.0,141484.0,141484.0
11316.0,-2380.0,-196.0,878.0,141732.0,141732.0
11317.0,-2362.0,-202.0,884.0,142758.0,142758.0
11318.0,-2373.0,-198.0,876.0,143371.0,143371.0
11319.0,-2364.0,-206.0,882.0,143431.0,143431.0
11320.0,-2365.0,-196.0,882.0,144213.0,144213.0
11321.0,-2387.0,-194.0,886.0,146948.0,146948.0
11322.0,-2364.0,-202.0,874.0,150423.0,150423.0
11323.0,-2369.0,-204.0,884.0,152296.0,152296.0
11324.0,-2374.0,-198.0,890.0,153397.0,153397.0
11325.0,-2378.0,-182.0,884.0,151436.0,151436.0
11326.0,-2369.0,-188.0,878.0,147643.0,147643.0
11327.0,-2372.0,-192.0,876.0,145411.0,145411.0
11328.0,-2364.0,-206.0,886.0,143746.0,143746.0
11329.0,-2372.0,-202.0,882.0,142518.0,142518.0
11330.0,-2373.0,-196.0,878.0,141780.0,141780.0
11331.0,-2363.0,-212.0,876.0,141573.0,141573.0
11332.0,-2378.0,-208.0,886.0,141379.0,141379.0
11333.0,-2376.0,-190.0,878.0,141141.0,141141.0
11334.0,-2392.0,-200.0,874.0,141098.0,141098.0
11335.0,-2389.0,-210.0,870.0,141561.0,141561.0
11336.0,-2382.0,-200.0,882.0,142298.0,142298.0
11337.0,-2369.0,-196.0,876.0,142893.0,142893.0
11338.0,-2371.0,-192.0,860.0,142959.0,142959.0
11339.0,-2364.0,-208.0,872.0,142705.0,142705.0
11340.0,-2369.0,-206.0,862.0,142588.0,142588.0
11341.0,-2361.0,-206.0,874.0,142897.0,142897.0
11342.0,-2352.0,-208.0,874.0,143246.0,143246.0
11343.0,-2364.0,-206.0,876.0,143294.0,143294.0
11344.0,-2374.0,-192.0,880.0,143106.0,143106.0
11345.0,-2367.0,-198.0,858.0,143096.0,143096.0
11346.0,-2376.0,-198.0,878.0,143318.0,143318.0
11347.0,-2367.0,-190.0,882.0,143626.0,143626.0
11348.0,-2371.0,-198.0,888.0,143643.0,143643.0
11349.0,-2361.0,-198.0,880.0,143421.0,143421.0
11350.0,-2362.0,-210.0,890.0,143464.0,143464.0
11351.0,-2358.0,-198.0,886.0,143708.0,143708.0
11352.0,-2355.0,-198.0,894.0,143949.0,143949.0
11353.0,-2362.0,-202.0,898.0,143909.0,143909.0
11354.0,-2369.0,-196.0,890.0,143664.0,143664.0
11355.0,-2380.0,-198.0,890.0,143623.0,143623.0
11356.0,-2373.0,-196.0,874.0,143941.0,143941.0
11357.0,-2378.0,-198.0,882.0,144248.0,144248.0
11358.0,-2379.0,-198.0,876.0,144159.0,144159.0
11359.0,-2376.0,-204.0,874.0,144004.0,144004.0
11360.0,-2370.0,-202.0,862.0,143967.0,143967.0
11361.0,-2378.0,-196.0,862.0,144206.0,144206.0
11362.0,-2376.0,-194.0,870.0,144604.0,144604.0
11363.0,-2376.0,-186.0,852.0,144720.0,144720.0
11364.0,-2364.0,-192.0,862.0,144562.0,144562.0
11365.0,-2370.0,-190.0,870.0,144431.0,144431.0
11366.0,-2366.0,-198.0,894.0,144670.0,144670.0
11367.0,-2367.0,-202.0,884.0,145002.0,145002.0
11368.0,-2373.0,-212.0,882.0,144949.0,144949.0
11369.0,-2365.0,-198.0,880.0,144712.0,144712.0
11370.0,-2374.0,-204.0,888.0,144785.0,144785.0
11371.0,-2373.0,-206.0,905.0,145083.0,145083.0
11372.0,-2372.0,-216.0,876.0,145366.0,145366.0
11373.0,-2380.0,-210.0,872.0,145512.0,145512.0
11374.0,-2380.0,-210.0,892.0,145479.0,145479.0
11375.0,-2380.0,-210.0,884.0,145604.0,145604.0
11376.0,-2378.0,-202.0,884.0,146046.0,146046.0
11377.0,-2369.0,-196.0,894.0,146495.0,146495.0
11378.0,-2376.0,-196.0,888.0,146658.0,146658.0
11379.0,-2372.0,-204.0,882.0,146593.0,146593.0
11380.0,-2370.0,-206.0,880.0,146744.0,146744.0
11381.0,-2365.0,-198.0,880.0,147206.0,147206.0
11382.0,-2370.0,-198.0,872.0,147658.0,147658.0
11383.0,-2371.0,-202.0,888.0,147688.0,147688.0
11384.0,-2366.0,-204.0,886.0,147583.0,147583.0
11385.0,-2364.0,-198.0,882.0,147725.0,147725.0
11386.0,-2369.0,-198.0,890.0,147993.0,147993.0
11387.0,-2364.0,-206.0,878.0,148159.0,148159.0
11388.0,-2364.0,-198.0,888.0,147976.0,147976.0
11389.0,-2374.0,-204.0,862.0,147538.0,147538.0
11390.0,-2362.0,-196.0,882.0,147095.0,147095.0
11391.0,-2359.0,-204.0,880.0,146883.0,146883.0
11392.0,-2372.0,-202.0,878.0,146728.0,146728.0
11393.0,-2376.0,-204.0,854.0,146277.0,146277.0
11394.0,-2374.0,-192.0,872.0,145623.0,145623.0
11395.0,-2370.0,-202.0,878.0,145162.0,145162.0
11396.0,-2364.0,-212.0,886.0,145038.0,145038.0
11397.0,-2367.0,-202.0,876.0,144891.0,144891.0
11398.0,-2376.0,-202.0,882.0,144575.0,144575.0
11399.0,-2372.0,-208.0,876.0,144079.0,144079.0
11400.0,-2374.0,-198.0,878.0,143813.0,143813.0
11401.0,-2373.0,-210.0,884.0,143888.0,143888.0
11402.0,-2369.0,-216.0,886.0,143889.0,143889.0
11403.0,-2372.0,-208.0,876.0,143675.0,143675.0
11404.0,-2364.0,-208.0,876.0,143349.0,143349.0
11405.0,-2369.0,-202.0,884.0,143161.0,143161.0
11406.0,-2384.0,-219.0,880.0,143309.0,143309.0
11407.0,-2370.0,-198.0,874.0,143437.0,143437.0
11408.0,-2369.0,-210.0,884.0,143293.0,143293.0
11409.0,-2364.0,-210.0,868.0,143081.0,143081.0
11410.0,-2367.0,-196.0,874.0,143029.0,143029.0
11411.0,-2384.0,-212.0,874.0,143191.0,143191.0
11412.0,-2369.0,-200.0,878.0,143322.0,143322.0
11413.0,-2364.0,-206.0,894.0,143206.0,143206.0
11414.0,-2374.0,-214.0,874.0,142906.0,142906.0
11415.0,-2370.0,-200.0,876.0,142809.0,142809.0
11416.0,-2368.0,-200.0,870.0,142972.0,142972.0
11417.0,-2368.0,-190.0,888.0,143072.0,143072.0
11418.0,-2364.0,-200.0,880.0,143094.0,143094.0
11419.0,-2378.0,-204.0,878.0,142859.0,142859.0
11420.0,-2371.0,-196.0,882.0,142664.0,142664.0
11421.0,-2382.0,-200.0,882.0,142711.0,142711.0
11422.0,-2367.0,-196.0,876.0,142862.0,142862.0
11423.0,-2350.0,-200.0,882.0,142830.0,142830.0
11424.0,-2374.0,-196.0,888.0,142586.0,142586.0
11425.0,-2364.0,-208.0,886.0,142466.0,142466.0
11426.0,-2378.0,-206.0,886.0,142701.0,142701.0
11427.0,-2393.0,-202.0,884.0,142953.0,142953.0
11428.0,-2392.0,-204.0,882.0,142989.0,142989.0
11429.0,-2391.0,-200.0,872.0,142739.0,142739.0
11430.0,-2391.0,-186.0,868.0,142581.0,142581.0
11431.0,-2380.0,-196.0,862.0,142763.0,142763.0
11432.0,-2376.0,-190.0,864.0,143051.0,143051.0
11433.0,-2377.0,-200.0,858.0,142986.0,142986.0
11434.0,-2371.0,-210.0,870.0,142699.0,142699.0
11435.0,-2362.0,-188.0,870.0,142618.0,142618.0
11436.0,-2357.0,-194.0,884.0,142737.0,142737.0
11437.0,-2362.0,-196.0,880.0,142948.0,142948.0
11438.0,-2364.0,-206.0,864.0,142899.0,142899.0
11439.0,-2369.0,-198.0,876.0,142616.0,142616.0
11440.0,-2372.0,-196.0,886.0,142508.0,142508.0
11441.0,-2371.0,-206.0,880.0,142686.0,142686.0
11442.0,-2377.0,-200.0,886.0,142911.0,142911.0
11443.0,-2375.0,-206.0,872.0,142786.0,142786.0
11444.0,-2369.0,-194.0,882.0,142564.0,142564.0
11445.0,-2374.0,-204.0,884.0,142543.0,142543.0
11446.0,-2369.0,-192.0,882.0,142694.0,142694.0
11447.0,-2364.0,-192.0,868.0,142838.0,142838.0
11448.0,-2373.0,-210.0,878.0,142833.0,142833.0
11449.0,-2372.0,-198.0,886.0,142687.0,142687.0
11450.0,-2362.0,-200.0,868.0,142566.0,142566.0
11451.0,-2376.0,-200.0,878.0,142715.0,142715.0
11452.0,-2378.0,-196.0,886.0,142811.0,142811.0
11453.0,-2383.0,-202.0,866.0,142738.0,142738.0
11454.0,-2376.0,-202.0,868.0,142436.0,142436.0
11455.0,-2384.0,-196.0,874.0,142306.0,142306.0
11456.0,-2383.0,-204.0,880.0,142484.0,142484.0
11457.0,-2374.0,-206.0,862.0,142691.0,142691.0
11458.0,-2389.0,-196.0,880.0,142554.0,142554.0
11459.0,-2378.0,-200.0,872.0,142242.0,142242.0
11460.0,-2372.0,-202.0,880.0,142129.0,142129.0
11461.0,-2372.0,-196.0,876.0,142422.0,142422.0
11462.0,-2366.0,-206.0,888.0,142677.0,142677.0
11463.0,-2361.0,-200.0,878.0,142588.0,142588.0
11464.0,-2380.0,-200.0,874.0,142224.0,142224.0
11465.0,-2369.0,-196.0,876.0,142075.0,142075.0
11466.0,-2369.0,-202.0,884.0,142310.0,142310.0
11467.0,-2371.0,-200.0,880.0,142578.0,142578.0
11468.0,-2392.0,-198.0,880.0,142576.0,142576.0
11469.0,-2360.0,-210.0,890.0,142449.0,142449.0
11470.0,-2382.0,-192.0,876.0,142277.0,142277.0
11471.0,-2374.0,-204.0,880.0,142359.0,142359.0
11472.0,-2361.0,-204.0,872.0,142564.0,142564.0
11473.0,-2378.0,-192.0,870.0,142549.0,142549.0
11474.0,-2361.0,-210.0,886.0,142431.0,142431.0
11475.0,-2364.0,-206.0,874.0,142286.0,142286.0
11476.0,-2372.0,-202.0,874.0,142389.0,142389.0
11477.0,-2362.0,-184.0,868.0,142640.0,142640.0
11478.0,-2359.0,-198.0,864.0,142648.0,142648.0
11479.0,-2371.0,-198.0,868.0,142326.0,142326.0
11480.0,-2372.0,-196.0,868.0,142193.0,142193.0
11481.0,-2371.0,-204.0,882.0,142381.0,142381.0
11482.0,-2360.0,-198.0,876.0,142627.0,142627.0
11483.0,-2376.0,-206.0,860.0,142562.0,142562.0
11484.0,-2374.0,-216.0,868.0,142302.0,142302.0
11485.0,-2382.0,-194.0,872.0,142169.0,142169.0
11486.0,-2376.0,-196.0,868.0,142306.0,142306.0
11487.0,-2374.0,-192.0,876.0,142521.0,142521.0
11488.0,-2378.0,-196.0,874.0,142472.0,142472.0
11489.0,-2369.0,-194.0,876.0,142323.0,142323.0
11490.0,-2399.0,-210.0,862.0,142214.0,142214.0
11491.0,-2385.0,-208.0,878.0,142444.0,142444.0
11492.0,-2386.0,-198.0,880.0,142676.0,142676.0
11493.0,-2379.0,-212.0,886.0,142612.0,142612.0
11494.0,-2378.0,-194.0,876.0,142402.0,142402.0
11495.0,-2367.0,-210.0,876.0,142344.0,142344.0
11496.0,-2372.0,-198.0,886.0,142503.0,142503.0
11497.0,-2372.0,-212.0,874.0,142712.0,142712.0
11498.0,-2371.0,-208.0,866.0,142652.0,142652.0
11499.0,-2376.0,-218.0,864.0,142399.0,142399.0
11500.0,-2372.0,-198.0,864.0,142267.0,142267.0
11501.0,-2371.0,-194.0,882.0,142463.0,142463.0
11502.0,-2369.0,-196.0,862.0,142696.0,142696.0
11503.0,-2381.0,-200.0,872.0,142701.0,142701.0
11504.0,-2374.0,-210.0,870.0,142424.0,142424.0
11505.0,-2382.0,-202.0,882.0,142238.0,142238.0
11506.0,-2389.0,-200.0,866.0,142459.0,142459.0
11507.0,-2369.0,-196.0,874.0,142748.0,142748.0
11508.0,-2383.0,-200.0,876.0,142751.0,142751.0
11509.0,-2376.0,-192.0,882.0,142484.0,142484.0
11510.0,-2371.0,-198.0,884.0,142408.0,142408.0
11511.0,-2378.0,-200.0,872.0,142571.0,142571.0
11512.0,-2374.0,-198.0,878.0,142840.0,142840.0
11513.0,-2376.0,-200.0,872.0,142730.0,142730.0
11514.0,-2356.0,-200.0,868.0,142297.0,142297.0
11515.0,-2378.0,-198.0,876.0,142094.0,142094.0
11516.0,-2381.0,-202.0,866.0,142309.0,142309.0
11517.0,-2378.0,-194.0,880.0,142585.0,142585.0
11518.0,-2376.0,-204.0,876.0,142580.0,142580.0
11519.0,-2372.0,-216.0,874.0,142363.0,142363.0
11520.0,-2376.0,-204.0,872.0,142421.0,142421.0
11521.0,-2378.0,-200.0,870.0,142709.0,142709.0
11522.0,-2367.0,-196.0,866.0,142824.0,142824.0
11523.0,-2368.0,-198.0,870.0,142941.0,142941.0
11524.0,-2365.0,-204.0,870.0,142998.0,142998.0
11525.0,-2379.0,-208.0,868.0,142893.0,142893.0
11526.0,-2378.0,-198.0,864.0,143030.0,143030.0
11527.0,-2365.0,-200.0,876.0,143248.0,143248.0
11528.0,-2380.0,-204.0,872.0,143140.0,143140.0
11529.0,-2376.0,-202.0,868.0,142664.0,142664.0
11530.0,-2366.0,-204.0,868.0,142309.0,142309.0
11531.0,-2378.0,-204.0,864.0,142511.0,142511.0
11532.0,-2380.0,-198.0,882.0,142785.0,142785.0
11533.0,-2372.0,-202.0,864.0,142744.0,142744.0
11534.0,-2376.0,-208.0,878.0,142581.0,142581.0
11535.0,-2372.0,-200.0,876.0,142486.0,142486.0
11536.0,-2381.0,-210.0,864.0,142553.0,142553.0
11537.0,-2374.0,-218.0,866.0,142554.0,142554.0
11538.0,-2376.0,-204.0,888.0,142532.0,142532.0
11539.0,-2365.0,-208.0,882.0,142306.0,142306.0
11540.0,-2390.0,-208.0,874.0,142160.0,142160.0
11541.0,-2387.0,-212.0,868.0,142400.0,142400.0
11542.0,-2379.0,-202.0,872.0,142681.0,142681.0
11543.0,-2380.0,-208.0,876.0,142568.0,142568.0
11544.0,-2383.0,-200.0,882.0,142321.0,142321.0
11545.0,-2369.0,-200.0,882.0,142241.0,142241.0
11546.0,-2365.0,-210.0,868.0,142414.0,142414.0
11547.0,-2381.0,-202.0,878.0,142708.0,142708.0
11548.0,-2365.0,-198.0,876.0,142686.0,142686.0
11549.0,-2362.0,-208.0,872.0,142429.0,142429.0
11550.0,-2376.0,-196.0,876.0,142354.0,142354.0
11551.0,-2390.0,-204.0,882.0,142492.0,142492.0
11552.0,-2371.0,-198.0,884.0,142473.0,142473.0
11553.0,-2373.0,-200.0,888.0,142137.0,142137.0
11554.0,-2380.0,-198.0,886.0,142114.0,142114.0
11555.0,-2374.0,-210.0,882.0,142915.0,142915.0
11556.0,-2373.0,-194.0,876.0,143833.0,143833.0
11557.0,-2394.0,-196.0,876.0,144404.0,144404.0
11558.0,-2387.0,-200.0,878.0,145551.0,145551.0
11559.0,-2373.0,-196.0,868.0,148340.0,148340.0
11560.0,-2371.0,-194.0,874.0,151164.0,151164.0
11561.0,-2369.0,-190.0,870.0,153112.0,153112.0
11562.0,-2356.0,-200.0,872.0,154402.0,154402.0
11563.0,-2371.0,-200.0,860.0,151318.0,151318.0
11564.0,-2367.0,-190.0,872.0,147552.0,147552.0
11565.0,-2364.0,-198.0,854.0,145475.0,145475.0
11566.0,-2369.0,-188.0,862.0,144201.0,144201.0
11567.0,-2378.0,-200.0,870.0,143358.0,143358.0
11568.0,-2360.0,-190.0,868.0,142620.0,142620.0
11569.0,-2367.0,-192.0,878.0,141869.0,141869.0
11570.0,-2373.0,-198.0,884.0,141323.0,141323.0
11571.0,-2376.0,-210.0,864.0,141435.0,141435.0
11572.0,-2386.0,-212.0,868.0,142079.0,142079.0
11573.0,-2395.0,-196.0,872.0,142688.0,142688.0
11574.0,-2380.0,-198.0,868.0,142843.0,142843.0
